title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
올리브영 부산대연역,2930711,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/40/2885740_image2_1.jpg,부산광역시,129.0913562112,35.1354229467,-,
올리브영 부산대장전,2918591,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/38/2888438_image2_1.jpg,부산광역시,129.0879539214,35.229706768,-,
올리브영 부산동대신점,3305346,쇼핑,쇼핑,사후면세점,,부산광역시,129.0165661122,35.1128018781,-,-
올리브영 부산동래,2903754,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/99/2885499_image2_1.jpg,부산광역시,129.0802274892,35.205214925,-,
올리브영 부산동아대,2925748,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/10/2885910_image2_1.jpg,부산광역시,128.963776259,35.1128786762,-,
올리브영 부산문현점,3307571,쇼핑,쇼핑,사후면세점,,부산광역시,129.0713190138,35.1372973673,-,-
올리브영 부산미남역점,3306160,쇼핑,쇼핑,사후면세점,,부산광역시,129.0670230973,35.2046897396,-,-
올리브영 부산부경대점,3307473,쇼핑,쇼핑,사후면세점,,부산광역시,129.1004915064,35.1362230262,-,-
올리브영 부산부곡DI점,3307162,쇼핑,쇼핑,사후면세점,,부산광역시,129.0927727143,35.2381253577,-,-
올리브영 부산사직점,3306038,쇼핑,쇼핑,사후면세점,,부산광역시,129.0606405583,35.1959878189,-,-
올리브영 부산서동점,3305905,쇼핑,쇼핑,사후면세점,,부산광역시,129.1035501974,35.2147365118,-,-
올리브영 부산센텀,2906423,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/21/2885621_image2_1.jpg,부산광역시,129.1327988662,35.1705642235,-,www.oliveyoung.co.kr
올리브영 부산수영,2904021,쇼핑,쇼핑,사후면세점,,부산광역시,129.1162975924,35.1680586427,-,www.oliveyoung.co.kr
올리브영 부산수영로,2926892,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/07/2885707_image2_1.jpg,부산광역시,129.1137396405,35.1622536905,-,www.oliveyoung.co.kr
올리브영 부산수정역점,3305791,쇼핑,쇼핑,사후면세점,,부산광역시,129.0097831156,35.2237004405,-,-
올리브영 부산시청역점,3306073,쇼핑,쇼핑,사후면세점,,부산광역시,129.0776062227,35.1786706284,-,-
올리브영 부산아트몰링점,3306498,쇼핑,쇼핑,사후면세점,,부산광역시,128.9665011872,35.1067932968,-,-
올리브영 부산애플아울렛,2907739,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/92/2888092_image2_1.jpg,부산광역시,128.9840314584,35.1631789712,-,
올리브영 부산양정점,3307748,쇼핑,쇼핑,사후면세점,,부산광역시,129.0699848775,35.1708796933,-,-
올리브영 부산역,2917400,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/65/2885765_image2_1.jpg,부산광역시,129.0392446308,35.1151575875,-,https://www.oliveyoung.co.kr
올리브영 부산연산점,3306679,쇼핑,쇼핑,사후면세점,,부산광역시,129.082966642,35.1868975833,-,-
올리브영 부산온천점,3305656,쇼핑,쇼핑,사후면세점,,부산광역시,129.0814298228,35.2175691185,-,-
올리브영 부산용호,2924641,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/56/2885756_image2_1.jpg,부산광역시,129.1123242618,35.1197556433,-,
올리브영 부산일광점,3307263,쇼핑,쇼핑,사후면세점,,부산광역시,129.2290850812,35.2659747686,-,-
올리브영 부산장산,2907204,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/47/2888047_image2_1.jpg,부산광역시,129.1778088872,35.1688985773,-,
올리브영 부산장산역,2907548,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/94/2885694_image2_1.jpg,부산광역시,129.1767977973,35.1713288423,-,www.oliveyoung.co.kr
올리브영 부산정관점,3305492,쇼핑,쇼핑,사후면세점,,부산광역시,129.1767658731,35.3215731157,-,-
올리브영 부산화명,2923003,쇼핑,쇼핑,사후면세점,,부산광역시,129.0118993015,35.2345437083,-,www.oliveyoung.co.kr
올리브영 부천고강점,3306154,쇼핑,쇼핑,사후면세점,,경기도,126.8163757844,37.5277058623,-,-
올리브영 부천북부,2913275,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/92/2888292_image2_1.jpg,경기도,126.7813857092,37.485621242,-,
올리브영 부천상동,2906314,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/05/2888005_image2_1.jpg,경기도,126.7541487216,37.5064433386,-,
올리브영 부천시청사거리점,3305435,쇼핑,쇼핑,사후면세점,,경기도,126.7635923383,37.5052408682,-,-
올리브영 부천역사,2924531,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/96/2888896_image2_1.jpg,경기도,126.7826634132,37.4840908864,-,
올리브영 부천역사거리점,3306368,쇼핑,쇼핑,사후면세점,,경기도,126.7828938901,37.4861517626,-,-
올리브영 부천옥길점,3307343,쇼핑,쇼핑,사후면세점,,경기도,126.8234073845,37.4675629753,-,-
올리브영 부천원종,2908720,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/26/2888126_image2_1.jpg,경기도,126.8045714112,37.5239366455,-,
올리브영 부천중동,2924908,쇼핑,쇼핑,사후면세점,,경기도,126.7725193349,37.5040772731,-,
올리브영 부평대로,2926873,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/28/2882428_image2_1.jpg,인천광역시,126.7226908602,37.492816587,-,
올리브영 북가좌동,2902136,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/85/2889585_image2_1.jpg,서울특별시,126.9094186621,37.5779544593,-,
올리브영 분당미금역,2902526,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/75/2881775_image2_1.jpg,경기도,127.1083264151,37.350814944,-,"<a href=""https://www.oliveyoung.co.kr/store/main/main.do?oy=0"" target=""_blank"" title=""새창""> https://www.oliveyoung.co.kr/store/main/main.do?oy=0 </a>"
올리브영 분당서현로점,3307081,쇼핑,쇼핑,사후면세점,,경기도,127.1232906735,37.3880331218,-,-
올리브영 사가정역,2906638,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/19/2888019_image2_1.jpg,서울특별시,127.0879912279,37.5796880208,-,
올리브영 사당역,2918269,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/00/2880500_image2_1.jpg,서울특별시,126.9814900082,37.47476496,-,www.oliveyoung.co.kr
올리브영 삼성중앙역점,3307728,쇼핑,쇼핑,사후면세점,,서울특별시,127.0504104454,37.5125312558,-,-
올리브영 삼송역,2913888,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/09/2888309_image2_1.jpg,경기도,126.895312279,37.6527149547,-,
올리브영 상도역,2901430,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/23/2880023_image2_1.jpg,서울특별시,126.9472895416,37.5032277093,-,
올리브영 상록수역,2923575,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/18/2888518_image2_1.jpg,경기도,126.8655220758,37.3014329998,-,
올리브영 상봉듀오트리스,2931805,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/83/2889183_image2_1.jpg,서울특별시,127.092193117,37.5974610317,-,
올리브영 상수역,2930619,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/10/2889110_image2_1.jpg,서울특별시,126.9227682614,37.5490552799,-,
올리브영 상암MBC,2910904,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/77/2888177_image2_1.jpg,서울특별시,126.8910035842,37.5811759771,-,www.oliveyoung.co.kr
올리브영 상암푸르지오시티,2918626,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/40/2888440_image2_1.jpg,서울특별시,126.8897259005,37.5819869716,-,
올리브영 상왕십리역,2930633,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/62/2878762_image2_1.jpg,서울특별시,127.0280359907,37.5651636287,-,
올리브영 서귀포강정지구,2931605,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/86/2887686_image2_1.jpg,제주특별자치도,126.5036943219,33.2527962195,-,
올리브영 서귀포광장점,3307329,쇼핑,쇼핑,사후면세점,,제주특별자치도,126.5623753269,33.2537192694,-,-
올리브영 서래마을,2913470,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/98/2888298_image2_1.jpg,서울특별시,126.9982294785,37.4986013816,-,
올리브영 서면1번가,2911454,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/15/2885415_image2_1.jpg,부산광역시,129.0582863505,35.1542674488,-,
올리브영 서면가야대로,2904529,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/48/2885348_image2_1.jpg,부산광역시,129.0564697409,35.1579503359,-,
올리브영 서면부전중앙,2917373,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/38/2885438_image2_1.jpg,부산광역시,129.0609694479,35.1543563773,-,
올리브영 서면삼정타워점,3307256,쇼핑,쇼핑,사후면세점,,부산광역시,129.0596334885,35.1530453881,-,-
