title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
올리브영 창원시티세븐,3306848,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/34/3313334_image2_1.jpg,경상남도,128.6534026655,35.2395226893,-,
올리브영 창원용호점,3305399,쇼핑,쇼핑,사후면세점,,경상남도,128.6802895159,35.2280466897,-,-
올리브영 창원유니시티점,3305418,쇼핑,쇼핑,사후면세점,,경상남도,128.6250241259,35.2566646919,-,-
올리브영 창원팔용점,3306095,쇼핑,쇼핑,사후면세점,,경상남도,128.6136056925,35.2562200899,-,-
올리브영 창천,2931628,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/64/2889364_image2_1.jpg,서울특별시,126.9290257643,37.5582515449,-,
올리브영 천안두정중앙,2902638,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/94/2883194_image2_1.jpg,충청남도,127.1352772603,36.8335640682,-,"<a href=""https://www.oliveyoung.co.kr/store/main/main.do?oy=0"" target=""_blank"" title=""새창""> https://www.oliveyoung.co.kr/store/main/main.do?oy=0 </a>"
올리브영 천안모다아울렛,2927070,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/45/2883245_image2_1.jpg,충청남도,127.101445162,36.7984758421,-,www.oliveyoung.co.kr
올리브영 천안신불당,2930725,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/38/2883238_image2_1.jpg,충청남도,127.1060387305,36.8153212055,-,"<a href=""https://www.oliveyoung.co.kr/"" target=""_blank"" title=""새창"">https://www.oliveyoung.co.kr/</a>"
올리브영 천안쌍용,2914550,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/58/2883258_image2_1.jpg,충청남도,127.1285427724,36.7965376559,-,www.oliveyoung.co.kr
올리브영 천안아라리오,2906173,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/13/2883213_image2_1.jpg,충청남도,127.1569534704,36.8195021834,-,wwwoliveyoung.co.kr
올리브영 천안터미널,2908117,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/10/2883210_image2_1.jpg,충청남도,127.1569534704,36.8195021834,-,www.Oliveyoung.co.kr
올리브영 천호중앙,2930752,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/76/2878876_image2_1.jpg,서울특별시,127.1263500296,37.5381102089,-,
올리브영 청구역,2930244,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/39/2878739_image2_1.jpg,서울특별시,127.0130375462,37.5584946901,-,www.oliveyoung.co.kr
올리브영 청담사거리,2917250,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/64/2888064_image2_1.jpg,서울특별시,127.0506156241,37.5251714583,-,
올리브영 청담역,2922764,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/66/2888466_image2_1.jpg,서울특별시,127.0500602669,37.5199609425,-,
올리브영 청라스퀘어세븐,2929160,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/19/2882819_image2_1.jpg,인천광역시,126.641724925,37.5323577792,-,
올리브영 청라타워돔,2925120,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/15/2882815_image2_1.jpg,인천광역시,126.65204616,37.533954998,-,
올리브영 청주대,2902975,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/42/2883142_image2_1.jpg,충청북도,127.4880616747,36.6510580176,-,
올리브영 청주율량,2931397,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/75/2882975_image2_1.jpg,충청북도,127.4957909497,36.6722696103,-,Olivieyoung.com
올리브영 춘천명동,2924322,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/53/2888853_image2_1.jpg,강원특별자치도,127.7284658455,37.8800120726,-,
올리브영 충무로역,2924383,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/68/2888868_image2_1.jpg,서울특별시,126.9964223057,37.561591254,-,
올리브영 충주터미널,2914944,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/46/2882946_image2_1.jpg,충청북도,127.9157084426,36.9812361884,-,www.oliveyoung.co.kr/
올리브영 타워팰리스,2923688,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/24/2888524_image2_1.jpg,서울특별시,127.0532303054,37.4887979512,-,
올리브영 타임스퀘어아트리움,2931682,쇼핑,쇼핑,사후면세점,,서울특별시,126.905381837,37.5178335971,-,
올리브영 탄현제니스점,3306168,쇼핑,쇼핑,사후면세점,,경기도,126.7633647882,37.6955909386,-,-
올리브영 테헤란로점,3305953,쇼핑,쇼핑,사후면세점,,서울특별시,127.0597708477,37.5074792333,-,-
올리브영 트윈시티,2930559,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/04/2889104_image2_1.jpg,서울특별시,126.9724497903,37.550992055,-,
올리브영 파르나스몰점,3305478,쇼핑,쇼핑,사후면세점,,서울특별시,127.0608234799,37.5092457134,-,-
올리브영 파주가람점,3307082,쇼핑,쇼핑,사후면세점,,경기도,126.7507204369,37.7332252174,-,-
올리브영 파주교하,2911793,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/58/2880958_image2_1.jpg,경기도,126.7177597916,37.7251505712,-,
올리브영 파주금촌점,3305956,쇼핑,쇼핑,사후면세점,,경기도,126.7742563031,37.7639498339,-,-
올리브영 파주다율점,3305903,쇼핑,쇼핑,사후면세점,,경기도,126.732152659,37.7343664203,-,-
올리브영 파주당동,2907932,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/08/2888108_image2_1.jpg,경기도,126.7847440852,37.8668213569,-,www.oliveyoung.co.kr
올리브영 파주문산점,3306565,쇼핑,쇼핑,사후면세점,,경기도,126.7852442791,37.858411236,-,-
올리브영 파주운정점,3306316,쇼핑,쇼핑,사후면세점,,경기도,126.7458798184,37.711794295,-,-
올리브영 판교도서관점,3306539,쇼핑,쇼핑,사후면세점,,경기도,127.0908713413,37.389962871,-,-
올리브영 판교아브뉴프랑,2907233,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/53/2881653_image2_1.jpg,경기도,127.1135662935,37.3973735308,-,www.oliveyoung.co.kr
올리브영 판교유스페이스,2929093,쇼핑,쇼핑,사후면세점,,경기도,127.1062696264,37.4011674042,-,www.oliveyoung.co.kr
올리브영 판교카카오점,3305496,쇼핑,쇼핑,사후면세점,,경기도,127.110397189,37.3955320204,-,-
올리브영 평내호평역점,3307637,쇼핑,쇼핑,사후면세점,,경기도,127.2440942794,37.6557070129,-,-
올리브영 평촌역사거리,2912594,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/96/2881796_image2_1.jpg,경기도,126.9654186848,37.3960293647,-,
올리브영 평촌점,3306011,쇼핑,쇼핑,사후면세점,,경기도,126.9603361462,37.3841889814,-,-
올리브영 평택고덕로데오점,3307252,쇼핑,쇼핑,사후면세점,,경기도,127.0474540179,37.0573533629,-,-
올리브영 평택고덕점,3305543,쇼핑,쇼핑,사후면세점,,경기도,127.0516096605,37.0406275909,-,-
올리브영 평택동삭점,3307634,쇼핑,쇼핑,사후면세점,,경기도,127.0937398393,37.0169532957,-,-
올리브영 평택로데오점,3307652,쇼핑,쇼핑,사후면세점,,경기도,127.0895048243,36.9911728631,-,-
올리브영 평택소사벌로터리점,3306521,쇼핑,쇼핑,사후면세점,,경기도,127.1132802114,36.9999056121,-,-
올리브영 평택소사벌점,3305461,쇼핑,쇼핑,사후면세점,,경기도,127.1115164654,37.0005193985,-,-
올리브영 평택안중점,3305456,쇼핑,쇼핑,사후면세점,,경기도,126.924131062,36.9848706581,-,-
올리브영 평택청북점,3306208,쇼핑,쇼핑,사후면세점,,경기도,126.9156836849,37.0183666413,-,-
올리브영 포천중앙,2910249,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/60/2881260_image2_1.jpg,경기도,127.1596825927,37.8462666344,-,
올리브영 포항두호점,3307464,쇼핑,쇼핑,사후면세점,,경상북도,129.3760386332,36.0601131222,-,-
올리브영 포항양덕점,3307023,쇼핑,쇼핑,사후면세점,,경상북도,129.3911087682,36.0864965363,-,-
올리브영 포항이동점,3306177,쇼핑,쇼핑,사후면세점,,경상북도,129.3405316207,36.026146842,-,-
올리브영 포항장성점,3305427,쇼핑,쇼핑,사후면세점,,경상북도,129.385565147,36.0748838555,-,-
올리브영 포항지곡점,3305820,쇼핑,쇼핑,사후면세점,,경상북도,129.3239552082,36.0292461756,-,-
올리브영 플러스점,3306523,쇼핑,쇼핑,사후면세점,,서울특별시,126.9733746936,37.551428132,-,-
올리브영 하남감일점,3305769,쇼핑,쇼핑,사후면세점,,경기도,127.1617337215,37.5099946673,-,-
올리브영 하남미사역점,3307529,쇼핑,쇼핑,사후면세점,,경기도,127.191757235,37.5637834098,-,-
올리브영 하남신장점,3307691,쇼핑,쇼핑,사후면세점,,경기도,127.2039763008,37.5381143893,-,-
올리브영 하단중앙,2906165,쇼핑,쇼핑,사후면세점,,부산광역시,128.9666567344,35.1066044321,-,
올리브영 하왕십리점,3307167,쇼핑,쇼핑,사후면세점,,서울특별시,127.0328189586,37.5626890023,-,-
올리브영 학동역,2906639,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/21/2888021_image2_1.jpg,서울특별시,127.0303011171,37.5142306968,-,
올리브영 학동중앙,2931718,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/78/2889378_image2_1.jpg,서울특별시,127.0377418749,37.5223965492,-,
올리브영 한남오거리,2931478,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/48/2889448_image2_1.jpg,서울특별시,127.0077665012,37.5338918977,-,
올리브영 한양대,2906612,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/72/2878772_image2_1.jpg,서울특별시,127.0406739034,37.5589951285,-,
올리브영 합정교보,2918304,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/24/2888424_image2_1.jpg,서울특별시,126.9120747621,37.5501021892,-,
올리브영 합정메세나폴리스,2931610,쇼핑,쇼핑,사후면세점,,서울특별시,126.9136829551,37.5498911308,-,
올리브영 합정카페거리,2904573,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/28/2888628_image2_1.jpg,서울특별시,126.9150884111,37.5488718305,-,
올리브영 해운대,2914191,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/58/2885658_image2_1.jpg,부산광역시,129.1611661205,35.160485322,-,www.oliveyoung.co.kr
올리브영 해운대엘시티점,3305709,쇼핑,쇼핑,사후면세점,,부산광역시,129.1683126815,35.1619491796,-,-
올리브영 해운대중동,2918266,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/78/2885678_image2_1.jpg,부산광역시,129.1682514724,35.1657070913,-,www.oliveyoung.co.kr
올리브영 행신역점,3305968,쇼핑,쇼핑,사후면세점,,경기도,126.8344911456,37.6140905843,-,-
올리브영 현대아울렛가산,2930828,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/02/2880402_image2_1.jpg,서울특별시,126.8890705637,37.4776713039,-,
