title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
호텔 파라곤,142847,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/09/1346309_image2_1.jpg,부산광역시,128.9816400392,35.1617401994,"호텔파라곤은 서부산 중심에 위치한 호텔로 김해국제공항과 지하철 및 터미널이 인접하여 교통이 편리하며 부산/경남개발의 핵심축이 된 경제자유구역과 신항만, 신호공단과 함께 낙동강을 끼고 있어 사업상 및 관광차 방문하는 고객을 위한 최적의 호텔이다. 편리함이 갖추어진 설비와 고객의 취향을 만족시켜주는  서비스를 통해  안락하게 지내실 수 있도록  편의를 제공하고 있다.<br>카페, 대연회장, 미용실 등이 구비되어 있다. 또한 모든 객실에 플러그 앤 플레이 패널, 냉장고, 커피/차 메이커 등이 구비되어 있고 룸서비스는 지정된 시간에 한하여 이용 가능하다.","<a href=""https://blog.naver.com/hotelparagon"" target=""_blank"" title=""새창 : 호텔파라곤 홈페이지로 이동"">https://blog.naver.com/hotelparagon</a>"
호텔 파크우드,138967,숙박,숙박시설,관광호텔,,인천광역시,126.4218257128,37.4263745748,호텔 파크우드는 인천국제공항에서 불과 5분 거리의 내외국인을 위한 환승객전용 호텔이다. 대한민국의 최대관문인 인천국제공항에서 차량으로 5분 거리에 위치한다. 또한 무의도와 실미도를 머금은 인천 앞바다에 펼쳐진 해안가에서 도보로 3분 거리에 있다. 객실 발코니로 보이는 웅장한 인천공항의 위용과 노을 지는 석양의 바다를 감상할 수 있는 객실과 전 세계 비즈니스맨을 위한 업무지원 서비스를 제공한다.,
호텔 프렌치코드,2701011,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/32/2698332_image2_1.jpg,부산광역시,129.0923142338,35.2449495844,"프렌치코드 호텔은 부산 중심 서면에 위치해 어디든 이동이 편리하다. 특히 인근에 부산 지하철 1호선 구서역과 범어사가 있어 접근성이 좋다. 주차공간도 넉넉하여 차량 이용도 편리하다. 최근 리모델링을 통해 깔끔하게 새단장을 하였고, 객실마다 스타일러를 갖춰 비즈니스 고객도 이용하기 좋다. 1층에 커피머신과 DVD가 있어 자유롭게 이용할 수 있다.",
호텔 프리마,142770,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/91/1867591_image2_1.jpg,서울특별시,127.0522655034,37.5241354973,"호텔 프리마는 1층 로비에 조선 전기 백자전과 한국화 등 우리 문화 예술품이 다양하게 전시되어 있어 전통적인 동양화풍의 맥을 느낄 수 있으며, 3층에 위치한 뷔페 레스토랑은 유럽 황실 도자기 마이센으로 중후함을 느낄 수 있는 공간이다. 
또한 호텔 문화와 예술의 접목으로 조성된 뮤지엄은 조선백자 대호를 비롯한 환수 문화재들을 전시하여 우리 문화재를 알리는 데 앞장서고 있다. 새로운 스타일과 감각으로 리노베이션된 객실은 다양한 타입과 서비스로 고객에게  편의를 제공한다. 모던하면서도 앤티크한 로얄 스위트는 80평의 시설로 월풀욕조와 함께 휴식 공간을 선사한다. 또한 다이닝 룸과 침실이 별도의 공간을 이루고 있는 주니어 스위트는 고급스러운 인테리어로 고객에게 안락함을 느끼게 해준다. 현대적인 감각에 고풍스러운 멋이 느껴지는 더블과 디럭스룸은 실용적인 인테리어로 비즈니스 고객은 물론 가족 동반에도 적합한 공간이다. 
강남 최고의 명성을 자랑하는 연회/웨딩은 다양한 테마로 고객에게 감동을 주고 있으며, 특히 강남의 명소인 사우나-포세이돈은 최고의 시설과 서비스 정신으로 고객에게 안락함을 제공한다. 그 밖에도 청담동 시내와 한강의 야경을 볼 수 있는 스카이라운지 라이브 바, 개별공간의 ‘Music Room’으로 이루어진 ‘LOVI’, 고풍스러운 맛과 풍류를 즐길 수 있는 한식 레스토랑에 이르기까지 다양한 부대시설을 갖추고 있어 높은 서비스를 경험할 수 있다.","<a href=""http://www.prima.co.kr"" target=""_blank"" title=""새창 : 호텔 프리마 홈페이지로 이동"">http://www.prima.co.kr</a>"
호텔 피에드 수성,3044651,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/19/3054019_image2_1.jpg,대구광역시,128.6872331999,35.8402278273,"호텔 피에드 수성은 대구 알파시티 내에 위치한 비즈니스 호텔이다. 고품질의 서비스를 제공하기 위해 전객식에 스타일러와 공기청정기를 구비하고 있고, 욕조와 안마의자가 비치된 객실도 있다. 조식과 캡슐커피를 무료로 제공하고, 노트북도 대여가 가능하다. 바로 옆에 삼성라이온즈파크가 있어 야구를 관람하거나 피크닉을 즐기기에 좋고, 대중교통 이용이 편리하여 수성구의 다양한 볼거리를 즐기기에도 좋다.",
호텔 필림37.2[한국관광 품질인증/Korea Quality],821578,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/15/3021615_image2_1.jpg,충청북도,127.9303957766,36.9894605128,"충북 충주시에 위치한 필림37.2는 충주 시청 가까이에 위치하여 교통이 편리하다. 객실은 한실, 유럽, 일본 스타일로 층마다 다르게 인테리어 되어 있고, 나라별 작은 소품까지 비치되어 있어 세심함이 돋보인다. 특히 한실은 전통적인 대문 모양의 현관문이 독특하고 한지장식과 문살무늬 창문이 전통미를 느끼게 한다.",
호텔 휘닉스,136990,숙박,숙박시설,모텔,http://tong.visitkorea.or.kr/cms/resource/41/1815041_image2_1.jpg,강원특별자치도,128.0676007805,37.443818996,"호텔휘닉스는 영동고속도로 새말휴게소와 치악산국립공원 구룡사 입구의 중간지점에 위치해 있다. 횡성과 평창등 관광지를 찾는 분들, 겨울철 성우리조트와 보광휘닉스파크 등 스키장을 찾으시는 분들에게 저렴한 가격에 편안한 휴식처가 되고있다.
2001년 웰컴투 강원추진협의회의 우수업체로 선정된 모범업소로써 40여개의 객실을 운영하고 있으며 보다 편안하고 깨끗한 시설을 갖추고 있다.",
호텔 휴,3044652,숙박,숙박시설,모텔,,강원특별자치도,127.7292690664,37.8626113335,"강원도 춘천에 자리한 호텔휴는 최근 리뉴얼 오픈하여 깔끔하고 쾌적한 호텔로 호평을 받고 있다. 객실은 스탠다드, 디럭스, 프리미엄, 온돌룸까지 다양한 타입으로 구성되어 있고, 호실에 따라 75인치 TV와 욕실이 설치되어 있다. 넷플릭스, 유튜브, 디즈니플러스 등 OTT 개인계정 시청이 가능하다. 숙소 바로 앞에 편의점과 식당이 있어 필요시 편리하게 이용할 수 있다. 합리적인 가격으로 이용할 수 있어 가성비가 좋다.",
호텔 휴 로프트,1882293,숙박,숙박시설,모텔,http://tong.visitkorea.or.kr/cms/resource/16/1882316_image2_1.JPG,인천광역시,126.4207702653,37.4259579382,"호텔 휴 로프트는 인천국제공항 근처이자 석양으로 유명한 마시란 해변 언덕 위에 위치하고 있어, 공항을 이용하는 고객과 바다를 즐기는 고객에게 여유로운 휴식을 제공한다. 복층 구조로 설계된 객실은 가족 혹은 단체 단위의 여행객들에게 특별한 공간을 선사한다. 특히 발코니에서 바라보는 석양과 일출을 동시에 만끽할 수 있는 전망은 호텔 휴 로프트만의 자랑이다.","<a href=""http://www.hotel-hue.co.kr"" target=""_blank"" title=""새창 : 호텔휴인천에어포트 홈페이지로 이동"">http://www.hotel-hue.co.kr</a>"
호텔 휴식 서귀포,2847188,숙박,숙박시설,관광호텔,,제주특별자치도,126.5595339798,33.2504112557,"호텔 휴식 서귀포는 서귀포 중심가에 자리 잡고 있어 올레 시장, 아랑조을 거리, 천지연, 이중섭 거리 등 서귀포의 주요 관광지를 도보로 이동할 수 있다. 필요한 것만 갖춘 다양한 객실 구성과 공용주방, 루프탑 같은 부대시설을 갖추고  있으며, 객실 가격이 합리적이어서 제주도 한달살이하거나 연박하는 여행자, 가족 단위 여행자에게 인기가 많다. 헤어드라이어, 샴푸 린스, 바디클랜저 같은 기본적인 어메니티는 제공하나 치약, 칫솔, 면도기 같은 일회용품은 제공하지 않는다. 팩스, 복사 등을 갖추고 있는 비즈니스 서비스도 활용할 수 있어 장기 출장 여행자도 이용하기 좋다. 스마트폰으로 직접 객실 문을 열고 닫는 셀프체크인이 특징이다.","<a href=""http://www.jejurest.co.kr""target=""_blank"" title=""새창 : 호텔 휴식 서귀포 사이트로 이동"">http://www.jejurest.co.kr</a>"
호텔38.5도씨[한국관광 품질인증/Korea Quality],2651718,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/13/2651713_image2_1.JPG,경상남도,128.6610904935,35.1510133171,"호텔38.5도씨는 진해시외버스터미널 인근에 자리한 가성비 좋은 숙소로 인기가 좋다. 봄철이면 벚꽃 구경을 온 여행객이 많이 모여든다. 기본 스탠더드부터 샤워실과 화장실이 분리된 VVIP38.5룸, 가족여행객이 머물기 좋은 VVIP SKY1,2룸, 널찍한 장애인용 객실 등 다양한 객실을 운영한다. 장애인용 엘리베이터와 시각장애인을 위한 안내블럭을 갖췄고, 사전 요청시 휠체어를 빌려준다. VIP룸부터 무료조식을 제공한다.",http://hotel385.com
호텔3월,2930324,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/87/3054887_image2_1.jpg,대전광역시,127.3884760711,36.3497074358,"대전 둔산동에 위치한 호텔3월은 부티크 호텔로, 유럽풍 인테리어에 최고급 시몬스 침대를 구비하여 연인이나 출장객 등 다양한 고객이 찾는다. 객실은 일반실, 프라이빗한 옥상정원이 있는 복층형, 하늘마당이 있는 파티룸 등 다양한 타입으로 구성되어 있다. 전 객실에 대리석 욕조가 있어 피로를 풀기에 좋고, 지하 1층에는 넓은 주차장이 있어 주차가 편리하다. 시청역 도보 2분 거리에 있어 주변 관광지, 쇼핑몰, 백화점 등으로 이동이 편리하다.",http://hotel-march.com/
호텔727,2860744,숙박,숙박시설,모텔,,경기도,126.8162957755,37.3093423211,"호텔727은 경기도 안산시 단원구 초지동에 있는 호텔이다. 총 42개의 객실이 있다. 객실 타입에 따라 고사양 PC, 스파/월풀, 건식 사우나, 안마의자, 스타일러가 구비되어 있다. 전 객실에서 넷플릭스를 시청할 수 있다. 호텔 전용 주차장이 있다. 인근에 안산 와스타디움, 경기 현대 미술관, 안산 호수 공원, 안산 문화 공원 등이 있다. 지하철 수인분당선, 4호선 고잔역에서 도보로 약 20분 정도 걸린다.","<a href=""https://hotel727.modoo.at""target=""_blank"" title=""새창 : 호텔727 사이트로 이동"">https://hotel727.modoo.at</a>"
호텔CC,2700199,숙박,숙박시설,게스트하우스,,경기도,126.757867639,37.8089165207,호텔CC는 파주 LC 리스플레이 인근에 위치하고 있다.,
호텔GMS,3080192,숙박,숙박시설,관광호텔,,서울특별시,126.9090287349,37.5175448067,"호텔GMS는 영등포에 있는 고층 건물의 호텔이다. 객실, 기계식 주차장이 있다.
로비에는 공용 PC와 프린트가 준비되어 있으며 객실은 3가지 타입으로 고급스럽고 깨끗한 인테리어로 꾸며져 있다. 침대 외에 간이 침대도 있어서 소파 겸 휴식장소로 사용하기 편리하다. 고층 객실에서는 건물과 하늘 사이의 노을을 즐길 수 있다. 
수도권 지하철 1호선 영등포역 5번 출구에서 260m에 있다. 대형 몰인 영등포 타임스퀘어와 노량진 시장, 한강이 가까워서 쇼핑하기에 좋다.",
호텔ICC,2948479,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/75/2948475_image2_1.jpg,대전광역시,127.392797164,36.377062716,"HOTEL ICC는 2013년 설립되었으며, 3성급 호텔이다.
북대전 IC에서 10분과 DCC에서 1분정도의 가까운 거리로 지리상 강점을 갖추었고 대전 엑스포 및 국립과학관, 카이스트, 신세계백화점 등과 가깝게 위치해 있어 비즈니스 고객 뿐 아니라 가족 고객들에게도 안성맞춤인 위치적 강점을 가지고 있다.
심플한 인테리어와 포근한 이부자리로 안락함을 느낄 수 있는 공간을 제공한다.","<a href=""http://www.hotelicc.com/"" target=""_blank"" title=""새창: 호텔ICC 홈페이지로 이동"">http://www.hotelicc.com/</a>"
호텔M-Tower,2874749,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/05/2874705_image2_1.jpg,경기도,126.6234457094,37.6436611687,"엠타워호텔은 9호선 골드라인 구례역에 있는 수영장이 있는 호캉스 하기 좋은 호텔이다. 수도권과 인접해 있고 맥스스파키즈풀이 있어 호캉스하기 좋은 곳이다. 프런트 옆에 레스토랑에서 투숙객에게 평일 무료로 조식을 제공한다. 프리미엄 객실엔 화장실이 3개나 있는 넓은 공간에 안마기 2대와 PC, 주방 시설이 갖춰져 있어 최대 6명까지 마치 풀빌라에 온 듯한 럭셔리한 분위기에서 호캉스를 즐길 수 있다. 창밖으로 신도시의 깔끔한 뷰도 전망할 수 있다. 주변에 편의점과 맛집, 그리고 이마트가 있어 필요한 먹거리를 쉽게 배달하거나 구입할 수 있다. 
※반려동물 동반 불가","<a href=""https://kpmtower.modoo.at/""target=""_blank"" title=""새창 : 호텔M-Tower 사이트로 이동"">https://kpmtower.modoo.at/</a>"
