title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
롯데시티호텔 대전,1933910,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/28/1933928_image2_1.jpg,대전광역시,127.3930221681,36.3761850422,"동북아의 대표적인 연구개발과 교육의 허브이며, 첨단 과학 기술의 메카이자 대한민국의 실리콘밸리인 대전에 위치한 롯데시티호텔대전은 2014년 3월에 오픈하였다. 대전 컨벤션센터 앞에 위치한 18층 규모의 호텔로서 모던한 디자인의 304개의 객실, 아름다운 스카이뷰를 자랑하는 고급 레스토랑 및 다목적 연회장을 보유하고 있으며, 기업체 세미나 및 학술회의 행사에 최적의 프리미엄 호텔이다.","<a href=""http://www.lottehotel.com/city/daejeon/ko"" target=""_blank"" title=""새창 : 롯데시티호텔 대전 홈페이지로 이동"">http://www.lottehotel.com/city/daejeon/ko</a>"
롯데시티호텔 마포,990208,숙박,숙박시설,관광호텔,,서울특별시,126.9512685547,37.5450590314,"롯데시티호텔마포는 서울에 머무는 국내외 비즈니스 고객과 관광객을 위한 객실특화형 프리미엄 비즈니스 호텔이다. 공항철도와 지하철을 비롯한 대중교통 이용이 매우 편리하며, 서울 도심 및 시내 관광지로 접근성이 뛰어나다. 특히 금융, 비즈니스 중심지구인 여의도 및 서울역으로부터 차로 10분 이내 거리에 위치하며, 서울의 주요 대학인 연세대, 서강대, 이화여대, 홍익대 등이 있는 젊음의 거리 신촌 인근에 위치하고 있다. 롯데시티호텔마포는 비즈니스 회의실, 헬스장 및 실내수영장을 포함한 5성급 호텔 수준의 최신시설과 차별화된 서비스로 편안한 휴식과 성공적인 비즈니스를 위한 환경을 제공한다.","<a href=""http://www.lottehotel.com/city/mapo/ko"" target=""_blank"" title=""새창 : 롯데시티호텔 마포 홈페이지로 이동"">http://www.lottehotel.com/city/mapo/ko</a>"
롯데시티호텔 명동,2504510,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/66/2504466_image2_1.jpg,서울특별시,126.9880590273,37.5669377042,"롯데시티호텔명동은 서울 시내 비즈니스와 쇼핑의 중심지인 명동과 서울의 오아시스인 청계천 사이에 위치하고 있으며, 27층 규모의 탁 트인 전망과 430의 객실과 뷔페 레스토랑, 미팅룸, 피트니스 등을 갖춘 프리미엄 비즈니스호텔이다.
성공적인 비즈니스와 만족스런 여행을 위한 최고의 실용성과 차별화된 서비스, 합리적인 가격으로 비즈니스 고객과 레저여행객 모두에게 잊지 못할 추억을 선사한다.","<a href=""http://www.lottehotel.com/city/myeongdong/ko"" target=""_blank"" title=""새창 : 롯데시티호텔 명동 홈페이지로 이동"">http://www.lottehotel.com/city/myeongdong/ko</a>"
롯데시티호텔 울산,2570790,숙박,숙박시설,관광호텔,,울산광역시,129.3296437331,35.5375767228,"한국 최대의 산업과 관광으로 이루어진 울산 중심에 위치한 354실 규모의 롯데시티호텔울산은 금융권, 쇼핑타운, 공항, 버스터미널과 인접하여, 비즈니스와 관광에 특화된 비즈니스 호텔로서 고객 한 분 한 분이 만족 할 수 있도록 품격과 서비스를 높였다.
울산 고속버스터미널에서 차로 단 5분 거리, 울산 공항에서 차로 20분 거리에 있다. 또한 울산의 대표 관광지인 간절곶과 통도사가 차로 약 50분 거리에 있다. 
(정보제공자: 울산광역시청)","<a href=""https://www.lottehotel.com/ulsan-city/ko.html"" target=""_blank"" title=""새창: 롯데시티호텔 울산 홈페이지로 이동"">http://www.lottehotel.com/lulsan-city/ko</a>"
롯데시티호텔 제주,2046954,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/11/2046911_image2_1.jpg,제주특별자치도,126.4865515629,33.4906557686,"제주의 대표적 절경인 주상절리와 폭포, 그리고 돌하르방을 형상화하여 설계된 롯데시티호텔 제주는 관광은 물론 비즈니스 고객에게도 최적의 호텔이다. 제주도 건물 중 최고 높이인 롯데시티호텔 제주는 제주국제공항에서 차로 5분 거리에 위치하여 있으며 제주시내 및 공항 활주로, 바다와 한라산 까지 한눈에 보이는 최고의 전망을 자랑한다. 모던하고 세련된 디자인의 객실과 사계절온수풀 및 대규모 연회장 등 다양한 편의시설에서 머무는 시간을 잊을 수 없는 추억으로 만들어준다.","<a href=""http://www.lottehotel.com/jeju-city/ko.html"" target=""_blank"" title=""새창: 롯데시티호텔 제주 홈페이지로 이동"">http://www.lottehotel.com/jeju-city</a>"
롯데아울렛 고양터미널점,2901424,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/60/2890560_image2_1.jpg,경기도,126.7896749719,37.6432308377,-,
롯데아울렛 광교점(타임),2929218,쇼핑,쇼핑,사후면세점,,경기도,127.0554913633,37.2860687197,-,
롯데아울렛 광주수완점,2979893,쇼핑,쇼핑,백화점,http://tong.visitkorea.or.kr/cms/resource/98/3086198_image2_1.jpg,광주광역시,126.8201485144,35.1898517078,"롯데아울렛 광주수완점은 매일 새로움과 즐거운 경험을 제공한다. 200여 개 국내외 유명 브랜드 및 해외 명품 편집숍이 입점해있다. 아렛, 마트, 시네마를 한 번에 만날 수 있는 수완 롯데 타운이다.","<a href=""https://www.lotteshopping.com/store/main?cstrCd=0332"" target=""_blank"" title=""새창: 롯데아울렛 광주수완점 홈페이지로 이동"">https://www.lotteshopping.com/store/main?cstrCd=0332</a>"
롯데아울렛 광주월드컵점,2006327,쇼핑,쇼핑,전문매장/상가,http://tong.visitkorea.or.kr/cms/resource/67/2437467_image2_1.jpg,광주광역시,126.8748450816,35.1336284249,"롯데아웃렛 광주월드컵점은 광주광역시 서구에 위치하고 있다.  
식품에서 의류까지 다양한 브랜드를 저렴한 가격으로 만날 수 있는 쇼핑몰로 롯데마트 월드컵점과 공동으로 운영되고 있다. 또한 광주월드컵경기장, 수영장, 테스니장 등 체육시설과 문화시설이 갖춰져 있는 복합 쇼핑공간이다.","▪ <a href=""https://www.lotteshopping.com/store/main?cstr=0021""target=""_blank"" title=""새창 : 공식로 이동"">https://www.lotteshopping.com</a>"
롯데아울렛 김해점(SJSJ),2930397,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/93/2886193_image2_1.jpg,경상남도,128.8296220926,35.185101457,-,
롯데아울렛 김해점(마인),2929156,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/88/2886188_image2_1.jpg,경상남도,128.8296220926,35.185101457,-,
롯데아울렛 김해점(시스템),2930396,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/92/2886192_image2_1.jpg,경상남도,128.8296220926,35.185101457,-,
롯데아울렛 김해점(타임),2929159,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/89/2886189_image2_1.jpg,경상남도,128.8296220926,35.185101457,-,
롯데아울렛 남악점,3085295,인문(문화/예술/역사),체험관광지,이색체험,http://tong.visitkorea.or.kr/cms/resource/94/3085294_image2_1.jpg,전라남도,126.4641006281,34.802145076,"매일 새로움과 즐거운 경험을 제공하는 롯데아울렛 남악점이다. 패션부터 식당가, 키즈카페, 펫부티크 등 한 번에 여러 가지 쇼핑이 가능한 지역 최대 쇼핑 공간으로 단지 내 롯데마트가 함께 있어 더욱 편리하다.
판매품목 : 해외패션, 아동/유아, 레져/스포츠, 남성패션, 화장품, 패션액세서리, 영패션, 여성패션 등","<a href=""https://www.lotteshopping.com/store/main?cstrCd=0359"" target=""_blank"" title=""새창: 롯데아울렛 남악점 홈페이지로 이동"">https://www.lotteshopping.com/store/main?cstrCd=0359</a>"
롯데아울렛 대구율하점,2911504,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/35/2883835_image2_1.jpg,대구광역시,128.6934207547,35.868494188,-,www.lotteshopping.com
롯데아울렛 동부산점(SJSJ),2925566,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/09/2885109_image2_1.jpg,부산광역시,129.2128079785,35.1922521684,-,
롯데아울렛 동부산점(마인),2925574,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/13/2885113_image2_1.jpg,부산광역시,129.2128079785,35.1922521684,-,
롯데아울렛 동부산점(시스템),2925557,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/05/2885105_image2_1.jpg,부산광역시,129.2128079785,35.1922521684,-,
롯데아울렛 동부산점(타임),2925577,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/17/2885117_image2_1.jpg,부산광역시,129.2128079785,35.1922521684,-,
롯데아울렛 서울역점,2916113,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/80/3003480_image2_1.jpg,서울특별시,126.971746966,37.5548915897,-,https://www.lotteshopping.com/store/main?cstr=0343
롯데아울렛 이시아폴리스점,3086009,쇼핑,쇼핑,전문매장/상가,http://tong.visitkorea.or.kr/cms/resource/91/3085991_image2_1.jpg,대구광역시,128.6373908727,35.9215899181,"온 가족이 즐거운 ‘도심 속의 힐링 테마파크’ 롯데아울렛 이시아폴리스점이다. 대구, 경북 유일의 글로벌 직영 상설 매장 나이키팩토리, 아디다스 팩토리와, ZARA, 한섬관부터 빈폴, 타미힐피거, 라코스테 등 유명 브랜드를 만날 수 있다. 합리적인 가격과 품질 좋은 제품으로 쇼핑의 즐거움을 느낄 수 있다.","<a href=""https://www.lotteshopping.com/store/main?cstrCd=0338"" target=""_blank"" title=""새창: 롯데몰 홈페이지로 이동"">https://www.lotteshopping.com/store/main?cstrCd=0338</a>"
롯데월드 SEOUL SKY,2900115,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/27/2878927_image2_1.jpg,서울특별시,127.1040305171,37.5142459111,-,
롯데월드 가든스테이지,129742,인문(문화/예술/역사),문화시설,공연장,http://tong.visitkorea.or.kr/cms/resource/36/2540136_image2_1.JPG,서울특별시,127.0979394903,37.5112294847,"롯데월드는 모험과 신비를 주제로 한 실내 주제공원인 롯데월드 어드벤처, 호수공원인 매직아일랜드,쇼핑몰, 민속박물관, 아이스링크, 호텔, 백화점 등으로 구성되어 관광, 레저,쇼핑, 문화를 한곳에서 해결할 수 있는 대단위 복합생활공간이다. 롯데월드 가든스테이지는 롯데월드 공연의 중심무대로 각종 시즌 뮤지컬 쇼, 공개방송 등의 다양한 이벤트가 진행된다.","롯데월드 <a href=""http://www.lotteworld.com/"" target=""_blank"" title=""새창 : 롯데월드 홈페이지로 이동"">http://www.lotteworld.com</a>"
롯데월드 민속박물관,130070,인문(문화/예술/역사),문화시설,박물관,http://tong.visitkorea.or.kr/cms/resource/09/1570409_image2_1.jpg,서울특별시,127.0979394903,37.5112294847,"구석기시대부터 일제강점기까지의 우리 역사를 시대별로 구분하여 실제 유물과 함께 모형으로 재현하여 알기 쉽고 재미있게 관람이 가능하도록 전시되어 있다. 특히, 모형촌은 8분의 1로 축소된 2천여 점의 인형을 이용하여 조선시대의 사계절과 세시풍속, 관혼상제, 양반과 서민들의 생활 모습을 사실적으로 표현하였다.","<a href=""http://www.lotteworld.com/museum/"" target=""_blank"" title=""새창 : 롯데월드 민속박물관 홈페이지로 이동"">http://www.lotteworld.com/museum</a>"
롯데월드 쇼핑몰,132248,쇼핑,쇼핑,전문매장/상가,http://tong.visitkorea.or.kr/cms/resource/29/1920629_image2_1.jpg,서울특별시,127.0972006734,37.5110794886,"쇼핑몰이 위치한 단지 내에 세계최대의 실내주제공원인 롯데월드 어드벤처 및 우리 민족의 문화와 민속을 쉽게 접할 수 있는 민속박물관, 그리고 연중무휴로 연인과 가족이 함께 스케이트를 즐길 수 있는 아이스링크 및 실내수영장, 볼링장, 스포츠센터 등이 있다. 또한 백화점과 롯데마트도 같이 있어 문화와 쇼핑 여가생활을 동시에 즐길 수 있는 명소이다.",
롯데월드 아이스링크(실내),131297,레포츠,육상 레포츠,스케이트,,서울특별시,127.0976311526,37.5123821225,"롯데월드 아이스링크는 잠실 롯데월드 지하 3층에 위치하였다. 사계절 운영하며, 현대적 시설과 주변 환경이 멋진 조화를 이루는 쾌적한 분위기의 아이스링크로 가족이나 연인들이 하루를 즐기기에 더없이 좋은 곳이다. 특히, 아이스링크가 실내공간에 있음에도 불구하고 롯데월드 어드벤처까지 이어지는 트인 공간에서 비치는 자연채광으로 인해 야외 분위기를 느낄 수 있고, 밤에는 테마파크 야경과 퍼레이드 축제의 즐거움을 만끽할 수 있다. 링크 둘레에 약 400석의 안락한 좌석과 세계 각국의 별미를 즐길 수 있는 식당가, 전자오락실이 함께 있어 스케이팅과 각종 레저를 동시에 즐길 수 있다.","<a href=""http://adventure.lotteworld.com/icerink/main/index.do"" target=""_blank"" title=""새창: 아이스링크"">http://adventure.lotteworld.com/icerink</a>"
롯데월드 아쿠아리움,2476731,인문(문화/예술/역사),휴양관광지,테마공원,http://tong.visitkorea.or.kr/cms/resource/45/2384845_image2_1.jpg,서울특별시,127.1042832896,37.5136209882,"전 세계 5대양을 그대로 옮겨놓은 13개의 다양한 테마존에서 해양생물과의 특별한 만남을 가질 수 있다. 강에서 연안으로, 연안에서 바다로 생태계의 흐름을 따라 걸으며 자연의 경이로움을 경험하고 650여종 55,000여마리 국내 최다 해양생물이 있는 롯데월드 아쿠아리움에는 한강 '민물고기'부터, 북극 흰고래 '벨루가'까지 수많은 해양생물이 함께 살아간다. 또한 국내 최대 서식 수조로 집이 되어 살아갈 친구들을 위한 바다처럼 여유로운 수조를 설계하였다.","<a href=""https://www.lotteworld.com/aquarium/index.asp""새창 : 롯데월드 아쿠아리움 홈페이지로 이동"">https://www.lotteworld.com/aquarium</a>"
롯데월드 아쿠아리움,2900061,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/23/2878923_image2_1.jpg,서울특별시,127.1040305171,37.5142459111,-,
롯데월드 어드벤처,126498,인문(문화/예술/역사),휴양관광지,테마공원,http://tong.visitkorea.or.kr/cms/resource/00/3304300_image2_1.jpg,서울특별시,127.0979006014,37.5113516917,"롯데월드는 롯데 그룹이 국민들의 여가 선용과 외국인 관광객 유치를 위해 설립하고 운영하고 있는 테마파크이다. 모험과 신비를 주제로 한 실내 주제공원인 롯데월드 어드벤처, 호수공원인 매직아일랜드, 쇼핑몰, 민속박물관, 아이스링크, 호텔, 백화점 등으로 구성되어 있으며, 관광, 레저, 쇼핑, 문화를 한 곳에서 해결할 수 있는 대단위 복합생활공간이다. 
롯데월드 어드벤처는 세계에서 가장 큰 실내 테마파크로, 최첨단 탑승시설과 환상적인 퍼레이드, 각종 영상 시스템, 레이저쇼, 공연, 각국의 음식을 연중무휴로 즐길 수 있다. 민속박물관에는 한국의 오천 년 역사와 민속 문화가 역사전시관, 모형촌, 놀이마당, 저잣거리로 나누어져 쉽고 재미있게 재현되어 있다. 롯데월드 가든스테이지는 롯데월드 공연의 중심무대로 각종 시즌 뮤지컬 쇼, 공개방송 등의 다양한 이벤트가 진행되며, 롯데월드 스타에비뉴는 한류스타 조성거리로 체험형 엔터테인먼트 시설이다.","<a href=""http://www.lotteworld.com/"" target=""_blank"" title=""새창 : 롯데월드 홈페이지로 이동"">http://www.lotteworld.com</a>"
